Order_Number;ID_Client;ID_State_Code;State/ UT;Customer_Name;Order_Date;Status;Product;ID_Product;Category;ID_Category;Brand;ID_Brand;Cost; Sales ;Quantity; Total_Cost ; Total_Sales ;Assigned Supervisor;ID_Vender
141762;CLI37;MH;Maharashtra;Rakesh Kumar Sharma;07/04/2021;Order;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;4; R$ 30.000,00 ; R$ 39.000,00 ;Advika Joshi; VEN11106 
141763;CLI38;MH;Maharashtra;Shivanand Sahani;08/04/2021;Processing;72 TB HDD;PCT524;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;4; R$ 40.000,00 ; R$ 52.000,00 ;Ajay Sharma; VEN11101 
141764;CLI39;MH;Maharashtra;Kunal Patra;09/04/2021;Delivered;71 TB SSD;PCT528;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;3; R$ 31.500,00 ; R$ 40.950,00 ;Roshan Kumar; VEN11102 
141765;CLI40;MH;Maharashtra;Bijendra;10/04/2021;Shipped;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Aarvi Gupta; VEN11103 
141766;CLI41;MH;Maharashtra;Kranti Bheke;10/04/2021;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;2; R$ 14.000,00 ; R$ 18.200,00 ;Vijay Singh; VEN11104 
141767;CLI42;MH;Maharashtra;Jagdeep;10/04/2021;Processing;74 GB DDR4 Ram;PCT443;Computer Case;CAT11;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;2; R$ 3.360,00 ; R$ 4.368,00 ;Aadil Khan; VEN11105 
141768;CLI01;MH;Maharashtra;Adhir Samal;10/04/2021;Delivered;Micro ATX motherboard;PCT14;Mouse;CAT08;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;4; R$ 26.160,00 ; R$ 34.008,00 ;Advika Joshi; VEN11106 
141769;CLI02;MH;Maharashtra;Dannana Jhammi;10/04/2021;Shipped;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;1; R$ 2.680,00 ; R$ 3.484,00 ;Ajay Sharma; VEN11101 
141770;CLI03;MH;Maharashtra;Vipin Kumar;10/04/2021;Order;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;4; R$ 33.000,00 ; R$ 42.900,00 ;Roshan Kumar; VEN11102 
141771;CLI04;MH;Maharashtra;Ranjeet Kumar;10/04/2021;Processing;78 GB DDR4 RAM;PCT471;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;2; R$ 5.300,00 ; R$ 6.890,00 ;Aarvi Gupta; VEN11103 
141772;CLI05;MH;Maharashtra;Sajal Singhal;10/04/2021;Delivered;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;4; R$ 50.200,00 ; R$ 65.260,00 ;Vijay Singh; VEN11104 
141773;CLI06;MH;Maharashtra;Akhilesh Kumar;10/04/2021;Shipped;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;2; R$ 29.000,00 ; R$ 37.700,00 ;Aadil Khan; VEN11105 
141774;CLI07;MH;Maharashtra;Suvankar Chakraborty;10/04/2021;Order;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;2; R$ 1.600,00 ; R$ 2.080,00 ;Advika Joshi; VEN11106 
141775;CLI08;MH;Maharashtra;Suvankar Adhikary;10/04/2021;Processing;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;4; R$ 2.400,00 ; R$ 3.120,00 ;Ajay Sharma; VEN11101 
141776;CLI09;MH;Maharashtra;Rahul Kumar Prajapati;10/04/2021;Delivered;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;2; R$ 21.000,00 ; R$ 27.300,00 ;Roshan Kumar; VEN11102 
141777;CLI10;MH;Maharashtra;Sagar Jeur;10/04/2021;Shipped;72 TB HDD;PCT524;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;2; R$ 13.000,00 ; R$ 16.900,00 ;Aarvi Gupta; VEN11103 
141778;CLI11;MH;Maharashtra;Rhushikesh Mane;10/04/2021;Order;327 GB SSD;PCT529;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;4; R$ 18.000,00 ; R$ 23.400,00 ;Vijay Singh; VEN11104 
141779;CLI12;MH;Maharashtra;Ashish Kumar;10/04/2021;Processing;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Aadil Khan; VEN11105 
141780;CLI13;MH;Maharashtra;Javed Akhter;10/04/2021;Delivered;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;2; R$ 25.000,00 ; R$ 32.500,00 ;Advika Joshi; VEN11106 
141781;CLI14;MH;Maharashtra;Haridas Balraj;10/04/2021;Shipped;79 GB DDR4 RAM;PCT478;NIC;CAT12;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;3; R$ 10.500,00 ; R$ 13.650,00 ;Ajay Sharma; VEN11101 
141782;CLI15;MH;Maharashtra;Kundan Kumar;10/04/2021;Order;BTX motherboard;PCT27;Printer;CAT13;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;2; R$ 9.000,00 ; R$ 11.700,00 ;Roshan Kumar; VEN11102 
141783;CLI16;MH;Maharashtra;Atif Siddiqui;10/04/2021;Processing;74 Fans Cabinet;PCT530;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;1; R$ 2.100,00 ; R$ 2.730,00 ;Aarvi Gupta; VEN11103 
141784;CLI17;MH;Maharashtra;Aditya Agarwal;10/04/2021;Delivered;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;4; R$ 4.600,00 ; R$ 5.980,00 ;Vijay Singh; VEN11104 
141785;CLI18;MH;Maharashtra;Firdoush Jabee;10/04/2021;Shipped;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;1; R$ 350,00 ; R$ 455,00 ;Aadil Khan; VEN11105 
141786;CLI19;MH;Maharashtra;Jay Prakash Kumar;10/04/2021;Order;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;1; R$ 9.500,00 ; R$ 12.350,00 ;Advika Joshi; VEN11106 
141787;CLI20;MH;Maharashtra;Ashish Pandey;10/04/2021;Processing;73 TB HDD;PCT531;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;1; R$ 10.000,00 ; R$ 13.000,00 ;Ajay Sharma; VEN11101 
141788;CLI21;MH;Maharashtra;Ajay Sharma;10/04/2021;Delivered;583 GB M.2;PCT532;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;1; R$ 6.500,00 ; R$ 8.450,00 ;Roshan Kumar; VEN11102 
141789;CLI22;MH;Maharashtra;Moinuddin Saifi;10/04/2021;Shipped;RYZEN 3rd gen. 3571;PCT533;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Aarvi Gupta; VEN11103 
141790;CLI23;MH;Maharashtra;Ramkrishna Das Adhikary;10/04/2021;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;4; R$ 28.000,00 ; R$ 36.400,00 ;Vijay Singh; VEN11104 
141791;CLI24;MH;Maharashtra;Ranjeet Mandal;10/04/2021;Processing;87 GB DDR4 RAM;PCT534;NIC;CAT12;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;2; R$ 13.100,00 ; R$ 17.030,00 ;Aadil Khan; VEN11105 
141792;CLI25;MH;Maharashtra;Ashwini Adsare;10/04/2021;Delivered;Standard ATX motherboard;PCT05;Printer;CAT13;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;1; R$ 7.650,00 ; R$ 9.945,00 ;Advika Joshi; VEN11106 
141793;CLI26;MH;Maharashtra;Rajesh Variya;11/04/2021;Shipped;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;1; R$ 1.150,00 ; R$ 1.495,00 ;Ajay Sharma; VEN11101 
141794;CLI27;MH;Maharashtra;Amit Singh;12/04/2021;Order;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;3; R$ 2.550,00 ; R$ 3.315,00 ;Roshan Kumar; VEN11102 
141795;CLI28;MH;Maharashtra;Vinod Mehta;13/04/2021;Processing;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;3; R$ 1.950,00 ; R$ 2.535,00 ;Aarvi Gupta; VEN11103 
141796;CLI29;MH;Maharashtra;Jignesh Mhatre;14/04/2021;Delivered;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;1; R$ 7.500,00 ; R$ 9.750,00 ;Vijay Singh; VEN11104 
141797;CLI30;MH;Maharashtra;Rahul Kashyap;15/04/2021;Shipped;73 TB HDD;PCT531;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;1; R$ 10.000,00 ; R$ 13.000,00 ;Aadil Khan; VEN11105 
141798;CLI31;MH;Maharashtra;Mohammed Abdul Kaleem;16/04/2021;Order;72 TB SSD;PCT535;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;4; R$ 42.000,00 ; R$ 54.600,00 ;Advika Joshi; VEN11106 
141799;CLI32;MH;Maharashtra;Chandrakant Kasbe;16/04/2021;Processing;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;2; R$ 17.000,00 ; R$ 22.100,00 ;Ajay Sharma; VEN11101 
141800;CLI33;MH;Maharashtra;Rohan Kale;16/04/2021;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;1; R$ 7.000,00 ; R$ 9.100,00 ;Roshan Kumar; VEN11102 
141801;CLI34;MH;Maharashtra;Aniruddha Kekapure;16/04/2021;Shipped;75 GB DDR4 Ram;PCT450;NIC;CAT12;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;4; R$ 6.720,00 ; R$ 8.736,00 ;Aarvi Gupta; VEN11103 
141802;CLI35;MH;Maharashtra;Aslam Raza;16/04/2021;Order;Micro ATX motherboard;PCT14;Printer;CAT13;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;2; R$ 13.080,00 ; R$ 17.004,00 ;Vijay Singh; VEN11104 
141803;CLI36;MH;Maharashtra;Roshan Zameer;16/04/2021;Processing;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;2; R$ 5.360,00 ; R$ 6.968,00 ;Aadil Khan; VEN11105 
141804;CLI37;MH;Maharashtra;Rakesh Kumar Sharma;16/04/2021;Delivered;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;2; R$ 16.500,00 ; R$ 21.450,00 ;Advika Joshi; VEN11106 
141805;CLI38;MH;Maharashtra;Shivanand Sahani;16/04/2021;Shipped;79 GB DDR4 RAM;PCT478;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;4; R$ 10.600,00 ; R$ 13.780,00 ;Ajay Sharma; VEN11101 
141806;CLI39;MH;Maharashtra;Kunal Patra;16/04/2021;Order;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;1; R$ 12.550,00 ; R$ 16.315,00 ;Roshan Kumar; VEN11102 
141807;CLI40;MH;Maharashtra;Bijendra;16/04/2021;Processing;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;4; R$ 58.000,00 ; R$ 75.400,00 ;Aarvi Gupta; VEN11103 
141808;CLI41;MH;Maharashtra;Kranti Bheke;16/04/2021;Delivered;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;1; R$ 800,00 ; R$ 1.040,00 ;Vijay Singh; VEN11104 
141809;CLI42;MH;Maharashtra;Jagdeep;16/04/2021;Shipped;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;2; R$ 1.200,00 ; R$ 1.560,00 ;Aadil Khan; VEN11105 
141810;CLI01;MH;Maharashtra;Adhir Samal;16/04/2021;Order;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;4; R$ 42.000,00 ; R$ 54.600,00 ;Advika Joshi; VEN11106 
141811;CLI02;MH;Maharashtra;Dannana Jhammi;16/04/2021;Processing;73 TB HDD;PCT531;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;4; R$ 26.000,00 ; R$ 33.800,00 ;Ajay Sharma; VEN11101 
141812;CLI03;MH;Maharashtra;Vipin Kumar;16/04/2021;Delivered;328 GB SSD;PCT536;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;3; R$ 13.500,00 ; R$ 17.550,00 ;Roshan Kumar; VEN11102 
141813;CLI04;MH;Maharashtra;Ranjeet Kumar;16/04/2021;Shipped;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Aarvi Gupta; VEN11103 
141814;CLI05;MH;Maharashtra;Sajal Singhal;16/04/2021;Order;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;2; R$ 25.000,00 ; R$ 32.500,00 ;Vijay Singh; VEN11104 
141815;CLI06;AR;Arunachal Pradesh;Akhilesh Kumar;16/04/2021;Processing;80 GB DDR4 RAM;PCT485;RAM;CAT04;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;1; R$ 3.500,00 ; R$ 4.550,00 ;Aadil Khan; VEN11105 
141816;CLI07;AS;Assam;Suvankar Chakraborty;16/04/2021;Delivered;BTX motherboard;PCT27;Motherboard;CAT05;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;1; R$ 4.500,00 ; R$ 5.850,00 ;Advika Joshi; VEN11106 
141817;CLI08;BR;Bihar;Suvankar Adhikary;16/04/2021;Shipped;75 Fans Cabinet;PCT537;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;2; R$ 4.200,00 ; R$ 5.460,00 ;Ajay Sharma; VEN11101 
141818;CLI09;CG;Chhattisgarh;Rahul Kumar Prajapati;16/04/2021;Order;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;4; R$ 4.600,00 ; R$ 5.980,00 ;Roshan Kumar; VEN11102 
141819;CLI10;GA;Goa;Sagar Jeur;16/04/2021;Processing;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;3; R$ 1.050,00 ; R$ 1.365,00 ;Aarvi Gupta; VEN11103 
141820;CLI11;GJ;Gujarat;Rhushikesh Mane;16/04/2021;Delivered;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;2; R$ 19.000,00 ; R$ 24.700,00 ;Vijay Singh; VEN11104 
141821;CLI12;HR;Haryana;Ashish Kumar;16/04/2021;Shipped;74 TB HDD;PCT538;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;4; R$ 40.000,00 ; R$ 52.000,00 ;Aadil Khan; VEN11105 
141822;CLI13;HP;Himachal Pradesh;Javed Akhter;16/04/2021;Order;584 GB M.2;PCT539;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;3; R$ 19.500,00 ; R$ 25.350,00 ;Advika Joshi; VEN11106 
141823;CLI14;JK;Jammu and Kashmir;Haridas Balraj;16/04/2021;Processing;RYZEN 3rd gen. 3572;PCT540;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;2; R$ 17.000,00 ; R$ 22.100,00 ;Ajay Sharma; VEN11101 
141824;CLI15;JH;Jharkhand;Kundan Kumar;16/04/2021;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Roshan Kumar; VEN11102 
141825;CLI16;KA;Karnataka;Atif Siddiqui;16/04/2021;Shipped;88 GB DDR4 RAM;PCT541;RAM;CAT04;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;4; R$ 26.200,00 ; R$ 34.060,00 ;Aarvi Gupta; VEN11103 
141826;CLI17;KL;Kerala;Aditya Agarwal;16/04/2021;Order;Standard ATX motherboard;PCT05;Motherboard;CAT05;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;2; R$ 15.300,00 ; R$ 19.890,00 ;Vijay Singh; VEN11104 
141827;CLI18;MP;Madhya Pradesh;Firdoush Jabee;16/04/2021;Processing;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;3; R$ 3.450,00 ; R$ 4.485,00 ;Aadil Khan; VEN11105 
141828;CLI19;MH;Maharashtra;Jay Prakash Kumar;16/04/2021;Delivered;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;3; R$ 2.550,00 ; R$ 3.315,00 ;Advika Joshi; VEN11106 
141829;CLI20;MN;Manipur;Ashish Pandey;16/04/2021;Shipped;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;4; R$ 2.600,00 ; R$ 3.380,00 ;Ajay Sharma; VEN11101 
141830;CLI21;ML;Meghalaya;Ajay Sharma;16/04/2021;Order;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;2; R$ 15.000,00 ; R$ 19.500,00 ;Roshan Kumar; VEN11102 
141831;CLI22;MZ;Mizoram;Moinuddin Saifi;16/04/2021;Processing;74 TB HDD;PCT538;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;4; R$ 40.000,00 ; R$ 52.000,00 ;Aarvi Gupta; VEN11103 
141832;CLI23;NL;Nagaland;Ramkrishna Das Adhikary;16/04/2021;Delivered;73 TB SSD;PCT542;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;2; R$ 21.000,00 ; R$ 27.300,00 ;Vijay Singh; VEN11104 
141833;CLI24;OR;Orissa;Ranjeet Mandal;16/04/2021;Shipped;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;3; R$ 25.500,00 ; R$ 33.150,00 ;Aadil Khan; VEN11105 
141834;CLI25;PB;Punjab;Ashwini Adsare;16/04/2021;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;2; R$ 14.000,00 ; R$ 18.200,00 ;Advika Joshi; VEN11106 
141835;CLI26;RJ;Rajasthan;Rajesh Variya;16/04/2021;Processing;76 GB DDR4 Ram;PCT457;RAM;CAT04;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;2; R$ 3.360,00 ; R$ 4.368,00 ;Ajay Sharma; VEN11101 
141836;CLI27;SK;Sikkim;Amit Singh;16/04/2021;Delivered;Micro ATX motherboard;PCT14;Motherboard;CAT05;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;3; R$ 19.620,00 ; R$ 25.506,00 ;Roshan Kumar; VEN11102 
141837;CLI28;TN;Tamil Nadu;Vinod Mehta;16/04/2021;Shipped;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;2; R$ 5.360,00 ; R$ 6.968,00 ;Aarvi Gupta; VEN11103 
141838;CLI29;TR;Tripura;Jignesh Mhatre;16/04/2021;Order;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;2; R$ 16.500,00 ; R$ 21.450,00 ;Vijay Singh; VEN11104 
141839;CLI30;UK;Uttarakhand;Rahul Kashyap;16/04/2021;Processing;80 GB DDR4 RAM;PCT485;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;4; R$ 10.600,00 ; R$ 13.780,00 ;Aadil Khan; VEN11105 
141840;CLI31;UP;Uttar Pradesh;Mohammed Abdul Kaleem;16/04/2021;Delivered;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;4; R$ 50.200,00 ; R$ 65.260,00 ;Advika Joshi; VEN11106 
141841;CLI32;UP;Uttar Pradesh;Chandrakant Kasbe;16/04/2021;Shipped;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;3; R$ 43.500,00 ; R$ 56.550,00 ;Ajay Sharma; VEN11101 
141842;CLI33;UP;Uttar Pradesh;Rohan Kale;16/04/2021;Order;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;3; R$ 2.400,00 ; R$ 3.120,00 ;Roshan Kumar; VEN11102 
141843;CLI34;UP;Uttar Pradesh;Aniruddha Kekapure;16/04/2021;Processing;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;1; R$ 600,00 ; R$ 780,00 ;Aarvi Gupta; VEN11103 
141844;CLI35;UP;Uttar Pradesh;Aslam Raza;16/04/2021;Delivered;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;1; R$ 10.500,00 ; R$ 13.650,00 ;Vijay Singh; VEN11104 
141845;CLI36;UP;Uttar Pradesh;Roshan Zameer;16/04/2021;Shipped;74 TB HDD;PCT538;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;4; R$ 26.000,00 ; R$ 33.800,00 ;Aadil Khan; VEN11105 
141846;CLI37;UP;Uttar Pradesh;Rakesh Kumar Sharma;16/04/2021;Order;329 GB SSD;PCT543;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;2; R$ 9.000,00 ; R$ 11.700,00 ;Advika Joshi; VEN11106 
141847;CLI38;UP;Uttar Pradesh;Shivanand Sahani;17/04/2021;Processing;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;2; R$ 17.000,00 ; R$ 22.100,00 ;Ajay Sharma; VEN11101 
141848;CLI39;UP;Uttar Pradesh;Kunal Patra;17/04/2021;Delivered;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;4; R$ 50.000,00 ; R$ 65.000,00 ;Roshan Kumar; VEN11102 
141849;CLI40;UP;Uttar Pradesh;Bijendra;17/04/2021;Shipped;81 GB DDR4 RAM;PCT492;Computer Case;CAT11;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;1; R$ 3.500,00 ; R$ 4.550,00 ;Aarvi Gupta; VEN11103 
141850;CLI41;PY;Pondicherry;Kranti Bheke;17/04/2021;Order;BTX motherboard;PCT27;Mouse;CAT08;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;1; R$ 4.500,00 ; R$ 5.850,00 ;Vijay Singh; VEN11104 
141851;CLI42;AP;Andhra Pradesh;Jagdeep;17/04/2021;Processing;76 Fans Cabinet;PCT544;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;2; R$ 4.200,00 ; R$ 5.460,00 ;Aadil Khan; VEN11105 
141852;CLI01;AR;Arunachal Pradesh;Adhir Samal;17/04/2021;Delivered;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;1; R$ 1.150,00 ; R$ 1.495,00 ;Advika Joshi; VEN11106 
141853;CLI02;UP;Uttar Pradesh;Dannana Jhammi;17/04/2021;Shipped;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;1; R$ 350,00 ; R$ 455,00 ;Ajay Sharma; VEN11101 
141854;CLI03;UP;Uttar Pradesh;Vipin Kumar;17/04/2021;Order;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;1; R$ 9.500,00 ; R$ 12.350,00 ;Roshan Kumar; VEN11102 
141855;CLI04;UP;Uttar Pradesh;Ranjeet Kumar;17/04/2021;Processing;75 TB HDD;PCT545;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;1; R$ 10.000,00 ; R$ 13.000,00 ;Aarvi Gupta; VEN11103 
141856;CLI05;UP;Uttar Pradesh;Sajal Singhal;17/04/2021;Delivered;585 GB M.2;PCT546;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;4; R$ 26.000,00 ; R$ 33.800,00 ;Vijay Singh; VEN11104 
141857;CLI06;UP;Uttar Pradesh;Akhilesh Kumar;17/04/2021;Shipped;RYZEN 3rd gen. 3573;PCT547;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Aadil Khan; VEN11105 
141858;CLI07;UP;Uttar Pradesh;Suvankar Chakraborty;18/04/2021;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Advika Joshi; VEN11106 
141859;CLI08;UP;Uttar Pradesh;Suvankar Adhikary;18/04/2021;Processing;89 GB DDR4 RAM;PCT548;Computer Case;CAT11;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;3; R$ 19.650,00 ; R$ 25.545,00 ;Ajay Sharma; VEN11101 
141860;CLI09;UP;Uttar Pradesh;Rahul Kumar Prajapati;18/04/2021;Delivered;Standard ATX motherboard;PCT05;Mouse;CAT08;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;2; R$ 15.300,00 ; R$ 19.890,00 ;Roshan Kumar; VEN11102 
141861;CLI10;UP;Uttar Pradesh;Sagar Jeur;18/04/2021;Shipped;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;2; R$ 2.300,00 ; R$ 2.990,00 ;Aarvi Gupta; VEN11103 
